director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Peter JacksonMark Williams,Christopher LeeGerard Butler,Orlando BloomGretchen Mol,Billy BoydWillem Dafoe,Action Adventure Drama FantasyDrama,the lord of the rings: the two towersa family man,Christopher Lee Orlando Bloom Billy Boyd Peter Jackson Action Adventure Drama FantasyGerard Butler Gretchen Mol Willem Dafoe Mark Williams Drama
Sergey BodrovBarry Levinson,Jeff BridgesRobert De Niro,Djimon HounsouMichelle Pfeiffer,Olivia WilliamsHank Azaria,Action Adventure FantasyCrime Drama History TV Movie,seventh sonthe wizard of lies,Jeff Bridges Djimon Hounsou Olivia Williams Sergey Bodrov Action Adventure FantasyRobert De Niro Michelle Pfeiffer Hank Azaria Barry Levinson Crime Drama History TV Movie
Wally PfisterHiroyuki Seshita,Johnny DeppTakahiro Sakurai,Morgan FreemanKana Hanazawa,Clifton Collins Jr.Sora Amamiya,Drama Mystery Romance Sci-Fi ThrillerAction Animation Drama Horror Sci-Fi,transcendenceblame!,Johnny Depp Morgan Freeman Clifton Collins Jr. Wally Pfister Drama Mystery Romance Sci-Fi ThrillerTakahiro Sakurai Kana Hanazawa Sora Amamiya Hiroyuki Seshita Action Animation Drama Horror Sci-Fi
Joe JohnstonPeter Malota,Michael JeterJean-Claude Van Damme,Trevor MorganPeter Stormare,Alessandro NivolaMaría Conchita Alonso,Action Adventure Sci-Fi ThrillerAction,jurassic park iiikill 'em all,Michael Jeter Trevor Morgan Alessandro Nivola Joe Johnston Action Adventure Sci-Fi ThrillerJean-Claude Van Damme Peter Stormare María Conchita Alonso Peter Malota Action
Rupert WyattTim Smit,James FrancoDan Stevens,David OyelowoBérénice Marlohe,Tyler LabineCharity Wakefield,Action Drama Sci-Fi ThrillerSci-Fi,rise of the planet of the apeskill switch,James Franco David Oyelowo Tyler Labine Rupert Wyatt Action Drama Sci-Fi ThrillerDan Stevens Bérénice Marlohe Charity Wakefield Tim Smit Sci-Fi
Mark WatersAna Lily Amirpour,Martin ShortSuki Waterhouse,Tod FennellJason Momoa,Joan PlowrightJayda Fink,Adventure Family FantasyThriller Romance Sci-Fi,the spiderwick chroniclesthe bad batch,Martin Short Tod Fennell Joan Plowright Mark Waters Adventure Family FantasySuki Waterhouse Jason Momoa Jayda Fink Ana Lily Amirpour Thriller Romance Sci-Fi
John MooreSarah Harding,Bruce WillisRowan Atkinson,Cole HauserLucy Cohu,Megalyn EchikunwokeShaun Dingwall,Action ThrillerTV Movie Crime Mystery Thriller,a good day to die hardmaigrets night at the crossroads,Bruce Willis Cole Hauser Megalyn Echikunwoke John Moore Action ThrillerRowan Atkinson Lucy Cohu Shaun Dingwall Sarah Harding TV Movie Crime Mystery Thriller
John Lee HancockMatt Reeves,Dennis QuaidAndy Serkis,Marc BlucasWoody Harrelson,Jordi MollàSteve Zahn,Drama History War WesternDrama Sci-Fi War,the alamowar for the planet of the apes,Dennis Quaid Marc Blucas Jordi Mollà John Lee Hancock Drama History War WesternAndy Serkis Woody Harrelson Steve Zahn Matt Reeves Drama Sci-Fi War
Brad BirdXavier Manrique,Holly HunterShiloh Fernandez,Craig T. NelsonAshley Benson,Lou RomanoAddison Timlin,Action Adventure Animation FamilyDrama Comedy,the incredibleschronically metropolitan,Holly Hunter Craig T. Nelson Lou Romano Brad Bird Action Adventure Animation FamilyShiloh Fernandez Ashley Benson Addison Timlin Xavier Manrique Drama Comedy
Renny HarlinLuis Prieto,Christopher MastersonHalle Berry,Frank LangellaSage Correa,Matthew ModineChris McGinn,Action Adventure ComedyDrama Thriller,cutthroat islandkidnap,Christopher Masterson Frank Langella Matthew Modine Renny Harlin Action Adventure ComedyHalle Berry Sage Correa Chris McGinn Luis Prieto Drama Thriller
Chris ColumbusDerek Hui,Logan LermanTakeshi Kaneshiro,Rosario DawsonZhou Dongyu,Steve CooganMing Xi,Adventure Family FantasyComedy Romance,percy jackson & the olympians: the lightning thiefthis is not what i expected,Logan Lerman Rosario Dawson Steve Coogan Chris Columbus Adventure Family FantasyTakeshi Kaneshiro Zhou Dongyu Ming Xi Derek Hui Comedy Romance
Barry SonnenfeldJohn Cameron Mitchell,Will SmithElle Fanning,Rip TornNicole Kidman,Linda FiorentinoRuth Wilson,Adventure Comedy Family Mystery Sci-FiComedy Music Romance Sci-Fi,men in blackhow to talk to girls at parties,Will Smith Rip Torn Linda Fiorentino Barry Sonnenfeld Adventure Comedy Family Mystery Sci-FiElle Fanning Nicole Kidman Ruth Wilson John Cameron Mitchell Comedy Music Romance Sci-Fi
John LasseterNoah Baumbach,Tom HanksAdam Sandler,John RatzenbergerBen Stiller,Wayne KnightDustin Hoffman,Adventure Animation Comedy Family FantasyComedy,toy story 2the meyerowitz stories,Tom Hanks John Ratzenberger Wayne Knight John Lasseter Adventure Animation Comedy Family FantasyAdam Sandler Ben Stiller Dustin Hoffman Noah Baumbach Comedy
Tony ScottDavid Michôd,Denzel WashingtonBrad Pitt,Rosario DawsonAnthony Hayes,Ethan SupleeJohn Magaro,Action ThrillerComedy Drama War,unstoppablewar machine,Denzel Washington Rosario Dawson Ethan Suplee Tony Scott Action ThrillerBrad Pitt Anthony Hayes John Magaro David Michôd Comedy Drama War
Brett RatnerJosh Greenbaum,Mei MelançonGeorge Lazenby,John LoneJosh Lawson,Harris YulinKassandra Clementi,Action Comedy Crime ThrillerDocumentary Comedy,rush hour 2becoming bond,Mei Melançon John Lone Harris Yulin Brett Ratner Action Comedy Crime ThrillerGeorge Lazenby Josh Lawson Kassandra Clementi Josh Greenbaum Documentary Comedy
Carlos SaldanhaRama Burshtein,Denis LearyNoa Kooler,Maile FlanaganAmos Tamam,Kelly KeatonOz Zehavi,Action Adventure Animation Comedy FamilyComedy Romance,ice age: dawn of the dinosaursthe wedding plan,Denis Leary Maile Flanagan Kelly Keaton Carlos Saldanha Action Adventure Animation Comedy FamilyNoa Kooler Amos Tamam Oz Zehavi Rama Burshtein Comedy Romance
Ben StillerRichard Curtis Mat Whitecross,Adam ScottHugh Grant,Adrian MartinezColin Firth,Joey SlotnickLiam Neeson,Adventure Comedy Drama Fantasy RomanceTV Movie Comedy Romance,the secret life of walter mittyred nose day actually,Adam Scott Adrian Martinez Joey Slotnick Ben Stiller Adventure Comedy Drama Fantasy RomanceHugh Grant Colin Firth Liam Neeson Richard Curtis Mat Whitecross TV Movie Comedy Romance
McGNick Broomfield Rudi Dolezal,Bill MurrayWhitney Houston,LL Cool JBobbi Kristina Brown,Kelly LynchBobby Brown,Action Adventure Comedy Crime ThrillerMusic Documentary,charlie's angelswhitney: can i be me,Bill Murray LL Cool J Kelly Lynch McG Action Adventure Comedy Crime ThrillerWhitney Houston Bobbi Kristina Brown Bobby Brown Nick Broomfield Rudi Dolezal Music Documentary
Martin ScorseseLuc Besson,Leonardo DiCaprioDane DeHaan,Matt DamonCara Delevingne,Ray WinstoneClive Owen,Crime Drama ThrillerAdventure Sci-Fi Action,the departedvalerian and the city of a thousand planets,Leonardo DiCaprio Matt Damon Ray Winstone Martin Scorsese Crime Drama ThrillerDane DeHaan Cara Delevingne Clive Owen Luc Besson Adventure Sci-Fi Action
Tony BancroftMathieu Ratthe,Ming-Na WenAlex C. Nachi,Harvey FiersteinMathieu Ratthe,June ForayVictor Andres Turgeon-Trelles,Adventure Animation Family Fantasy Musical WarHorror Sci-Fi Action,mulanthe gracefield incident,Ming-Na Wen Harvey Fierstein June Foray Tony Bancroft Adventure Animation Family Fantasy Musical WarAlex C. Nachi Mathieu Ratthe Victor Andres Turgeon-Trelles Mathieu Ratthe Horror Sci-Fi Action
Ben StillerAmir Bar-Lev,Robert Downey Jr.Jerry Garcia,Steve CooganBob Weir,Brandon T. JacksonMickey Hart,Action ComedyMusic Documentary,tropic thunderlong strange trip,Robert Downey Jr. Steve Coogan Brandon T. Jackson Ben Stiller Action ComedyJerry Garcia Bob Weir Mickey Hart Amir Bar-Lev Music Documentary
John McTiernanMichael Barnett,Bruce WillisBill Nye,Aldis HodgeJeffrey Kluger,Kevin ChamberlinNeil deGrasse Tyson,Action Adventure ThrillerDocumentary,die hard with a vengeancethe mars generation,Bruce Willis Aldis Hodge Kevin Chamberlin John McTiernan Action Adventure ThrillerBill Nye Jeffrey Kluger Neil deGrasse Tyson Michael Barnett Documentary
Guy RitchieGábor Herendi Buda Gulyás,Robert Downey Jr.Ervin Nagy,Eddie MarsanPetrik Andrea,Robert MailletTibor Gáspár,Action Adventure Crime Mystery ThrillerRomance Adventure Drama History,sherlock holmeskincsem,Robert Downey Jr. Eddie Marsan Robert Maillet Guy Ritchie Action Adventure Crime Mystery ThrillerErvin Nagy Petrik Andrea Tibor Gáspár Gábor Herendi Buda Gulyás Romance Adventure Drama History
Gary TrousdaleAndré Erkau,Leonard NimoyKostja Ullmann,Jim VarneyMarleen Lohse,Cree SummerWotan Wilke Möhring,Action Adventure Animation Family Fantasy Sci-FiComedy,atlantis: the lost empirehappy burnout,Leonard Nimoy Jim Varney Cree Summer Gary Trousdale Action Adventure Animation Family Fantasy Sci-FiKostja Ullmann Marleen Lohse Wotan Wilke Möhring André Erkau Comedy
Dennis DuganSergey Ginzburg,Adam SandlerKonstantin Kryukov,Sayed BadreyaМихаил Пореченков,Kevin NealonAglaya Shilovskaya,Action ComedyHorror Action Fantasy Thriller,you don't mess with the zohanvamps,Adam Sandler Sayed Badreya Kevin Nealon Dennis Dugan Action ComedyKonstantin Kryukov Михаил Пореченков Aglaya Shilovskaya Sergey Ginzburg Horror Action Fantasy Thriller
Chris ColumbusBob Schultz Robert Conway,Peter DinklageWhitney Moore,Adam SandlerWilliam 'Bill' Connor,Josh GadOwen Conway,Action Animation Comedy Sci-FiDrama Horror Thriller,pixelsbreakdown lane,Peter Dinklage Adam Sandler Josh Gad Chris Columbus Action Animation Comedy Sci-FiWhitney Moore William 'Bill' Connor Owen Conway Bob Schultz Robert Conway Drama Horror Thriller
Steven SpielbergGuillaume Canet,Haley Joel OsmentGuillaume Canet,William HurtMarion Cotillard,Kevin SussmanGilles Lellouche,Adventure Drama Sci-FiComedy Music,a.i. artificial intelligencerock'n roll,Haley Joel Osment William Hurt Kevin Sussman Steven Spielberg Adventure Drama Sci-FiGuillaume Canet Marion Cotillard Gilles Lellouche Guillaume Canet Comedy Music
Rob MinkoffBrian Goodman,Marsha ThomasonJonathan Rhys Meyers,Rachael HarrisAntonio Banderas,Marc John JefferiesPiper Perabo,Comedy Family Fantasy Horror MysteryThriller,the haunted mansionblack butterfly,Marsha Thomason Rachael Harris Marc John Jefferies Rob Minkoff Comedy Family Fantasy Horror MysteryJonathan Rhys Meyers Antonio Banderas Piper Perabo Brian Goodman Thriller
Paul VerhoevenPatrick O'Dell,Greg GrunbergSteve Rocco,Kim DickensJeff Tremaine,Joey SlotnickJohnny Knoxville,Action Horror Sci-Fi ThrillerDocumentary,hollow mandumb: the story of big brother magazine,Greg Grunberg Kim Dickens Joey Slotnick Paul Verhoeven Action Horror Sci-Fi ThrillerSteve Rocco Jeff Tremaine Johnny Knoxville Patrick O'Dell Documentary
Thor FreudenthalEmer Reynolds,Logan LermanFrank Drake,Leven RambinJohn Casani,Brandon T. JacksonLawrence Krauss,Adventure Family FantasyDocumentary,percy jackson: sea of monstersthe farthest,Logan Lerman Leven Rambin Brandon T. Jackson Thor Freudenthal Adventure Family FantasyFrank Drake John Casani Lawrence Krauss Emer Reynolds Documentary
Jan de BontToby Genkel Reza Memari,Gerard ButlerTilman Döbler,Angelina Jolie PittCooper Kelly Kramer,Djimon HounsouShannon Conley,Action Adventure FantasyAdventure Animation,lara croft tomb raider: the cradle of lifea stork's journey,Gerard Butler Angelina Jolie Pitt Djimon Hounsou Jan de Bont Action Adventure FantasyTilman Döbler Cooper Kelly Kramer Shannon Conley Toby Genkel Reza Memari Adventure Animation
Jon M. ChuNick Hamm,Daniel RadcliffeTimothy Spall,Morgan FreemanColm Meaney,Sanaa LathanFreddie Highmore,Action Adventure Comedy Crime Mystery ThrillerDrama,now you see me 2the journey,Daniel Radcliffe Morgan Freeman Sanaa Lathan Jon M. Chu Action Adventure Comedy Crime Mystery ThrillerTimothy Spall Colm Meaney Freddie Highmore Nick Hamm Drama
Phillip NoyceRoger Donaldson,Alun ArmstrongDwayne Cameron,Michael ByrneMario Andretti,Velibor TopicAlastair Caldwell,Action Adventure Romance Sci-Fi ThrillerDocumentary,the saintmclaren,Alun Armstrong Michael Byrne Velibor Topic Phillip Noyce Action Adventure Romance Sci-Fi ThrillerDwayne Cameron Mario Andretti Alastair Caldwell Roger Donaldson Documentary
Tony ScottBlake Freeman,Brad PittDanny Trejo,Stephen DillaneCasper Van Dien,Catherine McCormackMindy Robinson,Action Crime ThrillerComedy Action Adventure,spy gameall about the money,Brad Pitt Stephen Dillane Catherine McCormack Tony Scott Action Crime ThrillerDanny Trejo Casper Van Dien Mindy Robinson Blake Freeman Comedy Action Adventure
Carlos SaldanhaGerard Barrett,Anne HathawayChloë Grace Moretz,Wanda SykesThomas Mann,Will.i.amRichard Armitage,Adventure Animation Comedy Family MusicalDrama,riobrain on fire,Anne Hathaway Wanda Sykes Will.i.am Carlos Saldanha Adventure Animation Comedy Family MusicalChloë Grace Moretz Thomas Mann Richard Armitage Gerard Barrett Drama
Chris ColumbusKim Joon-Sung,Robin WilliamsGo Soo,Oliver PlattSol Kyung-gu,John Michael HigginsPark Yoo-chun,Comedy Drama Sci-FiSci-Fi Thriller,bicentennial manlucid dream,Robin Williams Oliver Platt John Michael Higgins Chris Columbus Comedy Drama Sci-FiGo Soo Sol Kyung-gu Park Yoo-chun Kim Joon-Sung Sci-Fi Thriller
Mick JacksonJason Bourque,Don CheadleSean Bean,Anne HecheMary McCormack,Gaby HoffmannJoel David Moore,Action Drama Sci-Fi ThrillerThriller,volcanodrone,Don Cheadle Anne Heche Gaby Hoffmann Mick Jackson Action Drama Sci-Fi ThrillerSean Bean Mary McCormack Joel David Moore Jason Bourque Thriller
Alan J. PakulaPatrik Syversen,Harrison FordMarte Germaine Christensen,Brad PittPatrick Stewart,Natascha McElhoneTom Rhys Harries,Action Crime Drama ThrillerAdventure,the devil's owndragonheart: battle for the heartfire,Harrison Ford Brad Pitt Natascha McElhone Alan J. Pakula Action Crime Drama ThrillerMarte Germaine Christensen Patrick Stewart Tom Rhys Harries Patrik Syversen Adventure
Kathryn BigelowNicole Jones-Dion,Liam NeesonAnna Harr,Christian CamargoMark Grossman,Lex ShrapnelPhyllis Spielman,Drama History Thriller WarAdventure Sci-Fi,k-19: the widowmakerstasis,Liam Neeson Christian Camargo Lex Shrapnel Kathryn Bigelow Drama History Thriller WarAnna Harr Mark Grossman Phyllis Spielman Nicole Jones-Dion Adventure Sci-Fi
Josh TrankAnita Barbosa,Tim Blake NelsonIsis Valverde,Reg E. CatheyGil Coelho,Tim HeideckerJoaquim Lopes,Action Adventure Sci-FiRomance,fantastic fouramor.com,Tim Blake Nelson Reg E. Cathey Tim Heidecker Josh Trank Action Adventure Sci-FiIsis Valverde Gil Coelho Joaquim Lopes Anita Barbosa Romance
John MiliusFrank Lotito,William SmithRoni Akurati,MakoBrighton Sharbino,Sandahl BergmanJason Lee,Adventure FantasyComedy Family Drama,conan the barbariangrowing up smith,William Smith Mako Sandahl Bergman John Milius Adventure FantasyRoni Akurati Brighton Sharbino Jason Lee Frank Lotito Comedy Family Drama
Ron HowardDeb Shoval,Paddy ConsidineLola Kirke,Bruce McGillBreeda Wool,Rosemarie DeWittDale Soules,Biography Drama SportDrama,cinderella manawol,Paddy Considine Bruce McGill Rosemarie DeWitt Ron Howard Biography Drama SportLola Kirke Breeda Wool Dale Soules Deb Shoval Drama
Andrey KonchalovskiyOren Uziel,Shirley HendersonRainn Wilson,Nathan LaneBenjamin Walker,Richard E. GrantJohn Michael Higgins,Action Family Fantasy MusicalThriller Crime Drama Mystery,the nutcracker in 3dshimmer lake,Shirley Henderson Nathan Lane Richard E. Grant Andrey Konchalovskiy Action Family Fantasy MusicalRainn Wilson Benjamin Walker John Michael Higgins Oren Uziel Thriller Crime Drama Mystery
Gary RossAlan Mak Anthony Pun,Jeff BridgesHuang Xuan,Michael AngaranoDuan Yihong,Michael O'NeillLang Yueting,Drama History SportAction Crime Thriller,seabiscuitextraordinary mission,Jeff Bridges Michael Angarano Michael O'Neill Gary Ross Drama History SportHuang Xuan Duan Yihong Lang Yueting Alan Mak Anthony Pun Action Crime Thriller
Jan de BontTommy Wirkola,Philip Seymour HoffmanNoomi Rapace,Alan RuckMarwan Kenzari,Jami GertzChristian Rubeck,Action Adventure Drama ThrillerSci-Fi Thriller,twisterwhat happened to monday,Philip Seymour Hoffman Alan Ruck Jami Gertz Jan de Bont Action Adventure Drama ThrillerNoomi Rapace Marwan Kenzari Christian Rubeck Tommy Wirkola Sci-Fi Thriller
Rob CohenBen Stassen Jérémie Degruson,Paul WalkerTom Beck,Vin DieselCinda Adams,Jordana BrewsterBob Barlen,Action Crime ThrillerAnimation Comedy,the fast and the furiousthe son of bigfoot,Paul Walker Vin Diesel Jordana Brewster Rob Cohen Action Crime ThrillerTom Beck Cinda Adams Bob Barlen Ben Stassen Jérémie Degruson Animation Comedy
Robert ZemeckisKentaro Hagiwara,Tom HanksMasataka Kubota,Paul SanchezYu Aoi,Nick SearcyFumika Shimizu,Adventure Drama RomanceAction Drama Horror Thriller,cast awaytokyo ghoul,Tom Hanks Paul Sanchez Nick Searcy Robert Zemeckis Adventure Drama RomanceMasataka Kubota Yu Aoi Fumika Shimizu Kentaro Hagiwara Action Drama Horror Thriller
George MillerIldikó Enyedi,Robin WilliamsAlexandra Borbély,Hugh JackmanMorcsányi Géza,Elizabeth DailyZoltán Schneider,Animation Comedy Family Music RomanceDrama Romance,happy feeton body and soul,Robin Williams Hugh Jackman Elizabeth Daily George Miller Animation Comedy Family Music RomanceAlexandra Borbély Morcsányi Géza Zoltán Schneider Ildikó Enyedi Drama Romance
Paul GreengrassDavid Leitch,Matt DamonCharlize Theron,Joan AllenJames McAvoy,Oksana AkinshinaSofia Boutella,Action Mystery ThrillerAction Thriller,the bourne supremacyatomic blonde,Matt Damon Joan Allen Oksana Akinshina Paul Greengrass Action Mystery ThrillerCharlize Theron James McAvoy Sofia Boutella David Leitch Action Thriller
Wolfgang PetersenGordon Chan,Harrison FordVincent Zhao,Gary OldmanSammo Hung,Dean StockwellRegina Wan,Action Adventure Drama ThrillerAction History,air force onegod of war,Harrison Ford Gary Oldman Dean Stockwell Wolfgang Petersen Action Adventure Drama ThrillerVincent Zhao Sammo Hung Regina Wan Gordon Chan Action History
Steven SoderberghTommy Stovall,Brad PittJames Martinez,Bernie MacTrevor Sterling Stovall,Elliott GouldMichael Chieffo,Crime ThrillerDrama Horror Mystery Thriller,ocean's elevenaaron's blood,Brad Pitt Bernie Mac Elliott Gould Steven Soderbergh Crime ThrillerJames Martinez Trevor Sterling Stovall Michael Chieffo Tommy Stovall Drama Horror Mystery Thriller
Paul W.S. AndersonKim Tae-yoon,Milla JovovichJung Woo,Logan LermanKang Ha-Neul,Orlando BloomKim Hae-sook,Action Adventure RomanceDrama,the three musketeersnew trial,Milla Jovovich Logan Lerman Orlando Bloom Paul W.S. Anderson Action Adventure RomanceJung Woo Kang Ha-Neul Kim Hae-sook Kim Tae-yoon Drama
Kevin LimaDavid Leveaux,Jeff BennettLily James,Teala DunnJai Courtney,Fred TatascioreEddie Marsan,Animation Comedy Family Fantasy Musical RomanceDrama,enchantedthe exception,Jeff Bennett Teala Dunn Fred Tatasciore Kevin Lima Animation Comedy Family Fantasy Musical RomanceLily James Jai Courtney Eddie Marsan David Leveaux Drama
unknownJay Baruchel,Caroline DhavernasSeann William Scott,Scott ThompsonAlison Pill,Hettienne ParkMarc-André Grondin,Crime Drama Horror Mystery ThrillerComedy,hannibal            goon: last of the enforcers,Caroline Dhavernas Scott Thompson Hettienne Park unknown Crime Drama Horror Mystery ThrillerSeann William Scott Alison Pill Marc-André Grondin Jay Baruchel Comedy
Daniel EspinosaChristopher Nolan,Denzel WashingtonFionn Whitehead,Ryan ReynoldsTom Glynn-Carney,Sam ShepardJack Lowden,Action Crime Mystery ThrillerAction Drama History Thriller War,safe housedunkirk,Denzel Washington Ryan Reynolds Sam Shepard Daniel Espinosa Action Crime Mystery ThrillerFionn Whitehead Tom Glynn-Carney Jack Lowden Christopher Nolan Action Drama History Thriller War
Kevin LimaBharathan,Ioan GruffuddVijay,Eric IdleKeerthi Suresh,Jim CarterJagapati Babu,Adventure Comedy FamilyAction,102 dalmatiansbairavaa,Ioan Gruffudd Eric Idle Jim Carter Kevin Lima Adventure Comedy FamilyVijay Keerthi Suresh Jagapati Babu Bharathan Action
Nancy MeyersAlberto G. Rodriguez,Kate WinsletEric Roberts,Rufus SewellLeila Almas,Sarah ParishJaime Zevallos,Comedy RomanceThriller Drama Mystery,the holidaythe summoning,Kate Winslet Rufus Sewell Sarah Parish Nancy Meyers Comedy RomanceEric Roberts Leila Almas Jaime Zevallos Alberto G. Rodriguez Thriller Drama Mystery
Tony ScottMark Cullen,Will SmithBruce Willis,Jake BuseyJason Momoa,Lisa BonetJohn Goodman,Action Crime Drama Mystery ThrillerAction Comedy Thriller,enemy of the stateonce upon a time in venice,Will Smith Jake Busey Lisa Bonet Tony Scott Action Crime Drama Mystery ThrillerBruce Willis Jason Momoa John Goodman Mark Cullen Action Comedy Thriller
Nancy MeyersCarlo Guillermo Proto,Meryl StreepDenis Harting,Hunter ParrishPeggy Roux,Zoe KazanLauviah Harting,Comedy Drama RomanceDocumentary,it's complicatedresurrecting hassan,Meryl Streep Hunter Parrish Zoe Kazan Nancy Meyers Comedy Drama RomanceDenis Harting Peggy Roux Lauviah Harting Carlo Guillermo Proto Documentary
Roger AllersBonni Cohen Jon Shenk,Jon FavreauAl Gore,Debra MessingBarack Obama,Jane KrakowskiDonald Trump,Adventure Animation Comedy FamilyDocumentary,open seasonan inconvenient sequel: truth to power,Jon Favreau Debra Messing Jane Krakowski Roger Allers Adventure Animation Comedy FamilyAl Gore Barack Obama Donald Trump Bonni Cohen Jon Shenk Documentary
Neil BurgerNeill Blomkamp,Kate WinsletSigourney Weaver,Theo JamesEugene Khumbanyiwa,Mekhi PhiferRobert Hobbs,Adventure Mystery Sci-FiAction Sci-Fi,divergentrakka,Kate Winslet Theo James Mekhi Phifer Neil Burger Adventure Mystery Sci-FiSigourney Weaver Eugene Khumbanyiwa Robert Hobbs Neill Blomkamp Action Sci-Fi
Jean-Jacques AnnaudThomas Q. Napper,Bob HoskinsJohnny Harris,Gabriel ThomsonIan McShane,Clemens SchickRay Winstone,Drama History WarAction Drama,enemy at the gatesjawbone,Bob Hoskins Gabriel Thomson Clemens Schick Jean-Jacques Annaud Drama History WarJohnny Harris Ian McShane Ray Winstone Thomas Q. Napper Action Drama
John McTiernanSung-hoon Kim,F. Murray AbrahamHyun Bin,Tom NoonanYoo Hae-jin,Joan PlowrightKim Joo-hyuk,Action Adventure Comedy FantasyAction Drama Comedy,last action heroconfidential assignment,F. Murray Abraham Tom Noonan Joan Plowright John McTiernan Action Adventure Comedy FantasyHyun Bin Yoo Hae-jin Kim Joo-hyuk Sung-hoon Kim Action Drama Comedy
Rob MarshallAlex Merkin,Li GongDolph Lundgren,MakoDenise Richards,Karl YuneGreer Grammer,Drama RomanceAction Thriller,memoirs of a geishaaltitude,Li Gong Mako Karl Yune Rob Marshall Drama RomanceDolph Lundgren Denise Richards Greer Grammer Alex Merkin Action Thriller
Sarah SmithDavid Firth,Jim BroadbentDavid Firth,Imelda StauntonCarla Simpson,Michael PalinChristian Webb,Adventure Animation Comedy Family FantasyAnimation Comedy Sci-Fi,arthur christmascream,Jim Broadbent Imelda Staunton Michael Palin Sarah Smith Adventure Animation Comedy Family FantasyDavid Firth Carla Simpson Christian Webb David Firth Animation Comedy Sci-Fi
Martin BrestHatem Khraiche,Anthony HopkinsClara Lago,Brad PittBelén Rueda,Jake WeberÁlex González,Drama Fantasy RomanceDrama Sci-Fi Romance,meet joe blackorbiter 9,Anthony Hopkins Brad Pitt Jake Weber Martin Brest Drama Fantasy RomanceClara Lago Belén Rueda Álex González Hatem Khraiche Drama Sci-Fi Romance
Andrew DavisJohn Scheinfeld,Raymond CruzDenzel Washington,Rick WorthyCommon,Jsu GarciaBill Clinton,Action Drama ThrillerDocumentary,collateral damagechasing trane,Raymond Cruz Rick Worthy Jsu Garcia Andrew Davis Action Drama ThrillerDenzel Washington Common Bill Clinton John Scheinfeld Documentary
Tarsem SinghSteve James,Julia RobertsNeil Barofsky,Nathan LaneTi-Hua Chang,Danny WoodburnJiayang Fan,Adventure Comedy Drama Family FantasyDocumentary,mirror mirrorabacus: small enough to jail,Julia Roberts Nathan Lane Danny Woodburn Tarsem Singh Adventure Comedy Drama Family FantasyNeil Barofsky Ti-Hua Chang Jiayang Fan Steve James Documentary
Edgar WrightMichael Bay,Anna KendrickMark Wahlberg,Kieran CulkinJosh Duhamel,Ellen WongLaura Haddock,Action Comedy Fantasy RomanceAction Sci-Fi Thriller Adventure,scott pilgrim vs. the worldtransformers: the last knight,Anna Kendrick Kieran Culkin Ellen Wong Edgar Wright Action Comedy Fantasy RomanceMark Wahlberg Josh Duhamel Laura Haddock Michael Bay Action Sci-Fi Thriller Adventure
Jon AmielJonathan Teplitzky,Glenn MorshowerBrian Cox,Tchéky KaryoMiranda Richardson,Rekha SharmaJohn Slattery,Action Adventure Sci-Fi ThrillerDrama Thriller War,the corechurchill,Glenn Morshower Tchéky Karyo Rekha Sharma Jon Amiel Action Adventure Sci-Fi ThrillerBrian Cox Miranda Richardson John Slattery Jonathan Teplitzky Drama Thriller War
Raja GosnellKabir Khan,Sarah Michelle GellarSalman Khan,Linda CardelliniZhu Zhu,Miguel A. Núñez Jr.Sohail Khan,Adventure Comedy MysteryDrama History War,scooby-dootubelight,Sarah Michelle Gellar Linda Cardellini Miguel A. Núñez Jr. Raja Gosnell Adventure Comedy MysterySalman Khan Zhu Zhu Sohail Khan Kabir Khan Drama History War
Pete TravisRonnie Thompson,Wood HarrisMatthew Goode,Jason CopeJoely Richardson,Rakie AyolaLarry Lamb,Action Sci-FiCrime,dreddthe hatton garden job,Wood Harris Jason Cope Rakie Ayola Pete Travis Action Sci-FiMatthew Goode Joely Richardson Larry Lamb Ronnie Thompson Crime
Frank CoraciJoel Hopkins,Adam SandlerDiane Keaton,Cameron MonaghanBrendan Gleeson,Julie KavnerJames Norton,Comedy Drama Fantasy RomanceRomance Comedy,clickhampstead,Adam Sandler Cameron Monaghan Julie Kavner Frank Coraci Comedy Drama Fantasy RomanceDiane Keaton Brendan Gleeson James Norton Joel Hopkins Romance Comedy
George A. RomeroMinhal Baig,Ted DansonKyle Allen,Hal HolbrookIsabelle Fuhrman,Adrienne BarbeauJustin Chatwin,Comedy Fantasy HorrorDrama Romance,creepshow1 night,Ted Danson Hal Holbrook Adrienne Barbeau George A. Romero Comedy Fantasy HorrorKyle Allen Isabelle Fuhrman Justin Chatwin Minhal Baig Drama Romance
Brad PeytonMichael John Warren Alex Timbers,Jack McBrayerNick Kroll,Sean HayesJohn Mulaney,Katt WilliamsSteve Martin,Action Comedy Family FantasyComedy,"cats & dogs: the revenge of kitty galoreoh, hello: on broadway",Jack McBrayer Sean Hayes Katt Williams Brad Peyton Action Comedy Family FantasyNick Kroll John Mulaney Steve Martin Michael John Warren Alex Timbers Comedy
Doug LimanDouglas Barr,Kristen StewartCourtney Thorne-Smith,Hayden ChristensenJames Tupper,Tom HulceAdam DiMarco,Action Adventure Sci-Fi ThrillerMystery,jumpersite unseen: an emma fielding mystery,Kristen Stewart Hayden Christensen Tom Hulce Doug Liman Action Adventure Sci-Fi ThrillerCourtney Thorne-Smith James Tupper Adam DiMarco Douglas Barr Mystery
